id,date,year,month,day
5336,2021-10-28,2021,10,28
5337,2022-04-22,2022,4,22
5338,2022-05-23,2022,5,23
5339,2022-05-23,2022,5,23
5340,2022-05-23,2022,5,23
5341,2022-05-23,2022,5,23
5342,2022-11-10,2022,11,10
5343,2023-01-13,2023,1,13
5344,2023-02-20,2023,2,20
5345,2023-03-22,2023,3,22
5346,2023-06-09,2023,6,9
5347,2023-08-03,2023,8,3
5348,2023-12-22,2023,12,22
5349,2024-02-12,2024,2,12
5350,2024-02-14,2024,2,14
5351,2024-02-27,2024,2,27
5352,2024-03-13,2024,3,13
5353,1990-12-12,1990,12,12
5354,1990-07-31,1990,7,31
5355,1985-05-02,1985,5,2
5356,1981-12-16,1981,12,16
5357,1983-07-28,1983,7,28
5358,1985-11-06,1985,11,6
5359,1985-06-12,1985,6,12
5360,1985-06-12,1985,6,12
5361,1981-12-16,1981,12,16
5362,1981-07-07,1981,7,7
5363,1981-10-15,1981,10,15
5364,1990-12-12,1990,12,12
5365,1991-11-12,1991,11,12
5366,1990-12-12,1990,12,12
5367,1988-12-21,1988,12,21
5368,1991-07-31,1991,7,31
5369,1995-03-29,1995,3,29
5370,1988-12-21,1988,12,21
5371,1990-02-28,1990,2,28
5372,1989-02-01,1989,2,1
5373,1987-09-23,1987,9,23
5374,1987-07-15,1987,7,15
5375,1998-03-17,1998,3,17
5376,1999-06-08,1999,6,8
5377,1968-12-27,1968,12,27
5378,2002-03-22,2002,3,22
5379,2002-12-20,2002,12,20
5380,2003-11-21,2003,11,21
5381,2004-05-28,2004,5,28
5382,2004-12-24,2004,12,24
5383,2005-10-21,2005,10,21
5384,2006-06-09,2006,6,9
5385,2006-05-18,2006,5,18
5386,2006-06-16,2006,6,16
5387,2008-06-06,2008,6,6
5388,2008-07-18,2008,7,18
5389,2008-11-21,2008,11,21
5390,2009-03-27,2009,3,27
5391,2009-04-24,2009,4,24
5392,2009-07-24,2009,7,24
5393,2009-07-24,2009,7,24
5394,2010-10-04,2010,10,4
5395,2010-12-03,2010,12,3
5396,2011-02-04,2011,2,4
5397,2011-04-29,2011,4,29
5398,2007-11-28,2007,11,28
5399,2007-11-28,2007,11,28
5400,2012-09-25,2012,9,25
5401,2013-07-19,2013,7,19
5402,2013-10-10,2013,10,10
5403,2013-11-13,2013,11,13
5404,2014-05-09,2014,5,9
5405,2014-09-15,2014,9,15
5406,2016-10-28,2016,10,28
5407,2018-03-30,2018,3,30
5408,2019-01-17,2019,1,17
5409,2019-03-13,2019,3,13
5410,2019-10-16,2019,10,16
5411,2021-12-02,2021,12,2
5412,2022-03-25,2022,3,25
5413,2022-12-23,2022,12,23
5414,1990-12-12,1990,12,12
5415,1994-10-12,1994,10,12
5416,1995-02-22,1995,2,22
5417,1991-10-16,1991,10,16
5418,1995-04-05,1995,4,5
5419,1991-01-04,1991,1,4
5420,1989-03-23,1989,3,23
5421,1996-03-05,1996,3,5
5422,1996-09-19,1996,9,19
5423,1997-07-01,1997,7,1
5424,1997-07-01,1997,7,1
5425,1998-12-15,1998,12,15
5426,1999-07-09,1999,7,9
5427,1985-05-02,1985,5,2
5428,1985-07-30,1985,7,30
5429,1985-07-30,1985,7,30
5430,1982-03-11,1982,3,11
5431,1981-09-14,1981,9,14
5432,1981-09-14,1981,9,14
5433,2002-12-13,2002,12,13
5434,2003-10-10,2003,10,10
5435,2003-12-19,2003,12,19
5436,2004-01-23,2004,1,23
5437,2004-01-23,2004,1,23
5438,2004-02-06,2004,2,6
5439,2003-12-05,2003,12,5
5440,2005-05-20,2005,5,20
5441,2006-05-15,2006,5,15
5442,2006-02-02,2006,2,2
5443,2006-10-27,2006,10,27
5444,2006-04-12,2006,4,12
5445,2007-12-03,2007,12,3
5446,2007-12-03,2007,12,3
5447,2008-02-06,2008,2,6
5448,2008-02-22,2008,2,22
5449,2008-02-11,2008,2,11
5450,2008-05-30,2008,5,30
5451,2008-05-31,2008,5,31
5452,2008-05-31,2008,5,31
5453,2008-05-16,2008,5,16
5454,2008-08-27,2008,8,27
5455,2008-11-19,2008,11,19
5456,2008-10-23,2008,10,23
5457,2009-03-30,2009,3,30
5458,2009-09-08,2009,9,8
5459,2009-10-14,2009,10,14
5460,2009-10-13,2009,10,13
5461,2009-12-01,2009,12,1
5462,2009-11-17,2009,11,17
5463,2010-10-05,2010,10,5
5464,2011-02-02,2011,2,2
5465,2011-05-31,2011,5,31
5466,2011-07-13,2011,7,13
5467,2011-09-06,2011,9,6
5468,2011-09-28,2011,9,28
5469,2013-06-21,2013,6,21
5470,2013-10-31,2013,10,31
5471,2013-11-08,2013,11,8
5472,2013-11-19,2013,11,19
5473,2014-01-06,2014,1,6
5474,2014-02-20,2014,2,20
5475,2014-02-26,2014,2,26
5476,2014-06-12,2014,6,12
5477,2014-05-23,2014,5,23
5478,2014-09-03,2014,9,3
5479,2014-07-17,2014,7,17
5480,2014-09-08,2014,9,8
5481,2014-09-25,2014,9,25
5482,2014-06-07,2014,6,7
5483,2014-07-22,2014,7,22
5484,2014-11-24,2014,11,24
5485,2014-12-09,2014,12,9
5486,2015-03-05,2015,3,5
5487,2015-03-27,2015,3,27
5488,2015-05-18,2015,5,18
5489,2015-04-24,2015,4,24
5490,2015-06-01,2015,6,1
5491,2015-06-25,2015,6,25
5492,2015-09-28,2015,9,28
5493,2015-10-22,2015,10,22
5494,2015-12-17,2015,12,17
5495,2015-12-22,2015,12,22
5496,2015-12-21,2015,12,21
5497,2015-12-11,2015,12,11
5498,2015-12-24,2015,12,24
5499,2016-01-21,2016,1,21
5500,2016-02-04,2016,2,4
5501,2016-02-24,2016,2,24
5502,2016-03-07,2016,3,7
5503,2016-03-07,2016,3,7
5504,2016-07-19,2016,7,19
5505,2016-08-05,2016,8,5
5506,2016-09-20,2016,9,20
5507,2016-09-29,2016,9,29
5508,2016-10-17,2016,10,17
5509,2016-10-25,2016,10,25
5510,2016-10-27,2016,10,27
5511,2016-11-24,2016,11,24
5512,2016-11-28,2016,11,28
5513,2016-12-07,2016,12,7
5514,2016-12-23,2016,12,23
5515,2016-12-20,2016,12,20
5516,2017-01-10,2017,1,10
5517,2017-01-17,2017,1,17
5518,2017-04-05,2017,4,5
5519,2017-04-05,2017,4,5
5520,2017-05-02,2017,5,2
5521,2017-05-10,2017,5,10
5522,2017-05-02,2017,5,2
5523,2017-05-12,2017,5,12
5524,2017-05-17,2017,5,17
5525,2017-06-01,2017,6,1
5526,2017-06-07,2017,6,7
5527,2017-06-28,2017,6,28
5528,2017-09-05,2017,9,5
5529,2017-09-06,2017,9,6
5530,2017-09-08,2017,9,8
5531,2017-10-13,2017,10,13
5532,2017-10-13,2017,10,13
5533,2017-10-04,2017,10,4
5534,2017-10-12,2017,10,12
5535,2017-11-10,2017,11,10
5536,2018-01-22,2018,1,22
5537,2018-01-09,2018,1,9
5538,2018-01-09,2018,1,9
5539,2018-02-28,2018,2,28
5540,2018-03-27,2018,3,27
5541,2018-04-10,2018,4,10
5542,2018-04-17,2018,4,17
5543,2018-04-19,2018,4,19
5544,2018-06-12,2018,6,12
5545,2018-06-26,2018,6,26
5546,2018-07-06,2018,7,6
5547,2018-11-26,2018,11,26
5548,2018-11-27,2018,11,27
5549,2018-12-06,2018,12,6
5550,2018-12-21,2018,12,21
5551,2018-12-13,2018,12,13
5552,2018-12-13,2018,12,13
5553,2018-12-20,2018,12,20
5554,2019-02-06,2019,2,6
5555,2019-02-20,2019,2,20
5556,2019-02-22,2019,2,22
5557,2019-03-13,2019,3,13
5558,2019-03-21,2019,3,21
5559,2019-05-24,2019,5,24
5560,2019-05-31,2019,5,31
5561,2019-06-14,2019,6,14
5562,2019-07-22,2019,7,22
5563,2019-07-23,2019,7,23
5564,2019-07-23,2019,7,23
5565,2019-08-12,2019,8,12
5566,2019-08-08,2019,8,8
5567,2019-08-01,2019,8,1
5568,2019-08-30,2019,8,30
5569,2019-10-02,2019,10,2
5570,2019-11-27,2019,11,27
5571,2019-12-18,2019,12,18
5572,2020-02-26,2020,2,26
5573,2020-02-26,2020,2,26
5574,2020-02-26,2020,2,26
5575,2020-03-04,2020,3,4
5576,2020-03-20,2020,3,20
5577,2020-03-05,2020,3,5
5578,2020-02-26,2020,2,26
5579,2020-03-16,2020,3,16
5580,2020-04-08,2020,4,8
5581,2020-04-24,2020,4,24
5582,2020-04-09,2020,4,9
5583,2020-04-27,2020,4,27
5584,2020-04-29,2020,4,29
5585,2020-04-29,2020,4,29
5586,2020-05-18,2020,5,18
5587,2020-06-16,2020,6,16
5588,2020-06-18,2020,6,18
5589,2020-06-29,2020,6,29
5590,2020-06-18,2020,6,18
5591,2020-05-15,2020,5,15
5592,2020-07-01,2020,7,1
5593,2020-06-24,2020,6,24
5594,2020-07-07,2020,7,7
5595,2020-07-16,2020,7,16
5596,2020-09-08,2020,9,8
5597,2020-10-01,2020,10,1
5598,2020-10-13,2020,10,13
5599,2020-10-20,2020,10,20
5600,2020-10-26,2020,10,26
5601,2020-10-26,2020,10,26
5602,2020-11-03,2020,11,3
5603,2020-11-10,2020,11,10
5604,2020-11-18,2020,11,18
5605,2020-11-05,2020,11,5
5606,2020-11-26,2020,11,26
5607,2021-01-19,2021,1,19
5608,2021-02-16,2021,2,16
5609,2021-04-19,2021,4,19
5610,2021-05-21,2021,5,21
5611,2021-05-14,2021,5,14
5612,2021-07-22,2021,7,22
5613,2021-08-09,2021,8,9
5614,1990-12-12,1990,12,12
5615,1994-10-12,1994,10,12
5616,1995-02-22,1995,2,22
5617,1991-10-16,1991,10,16
5618,1991-01-04,1991,1,4
5619,1989-03-23,1989,3,23
5620,1996-03-05,1996,3,5
5621,1996-09-19,1996,9,19
5622,1997-07-01,1997,7,1
5623,1997-07-01,1997,7,1
5624,1998-12-15,1998,12,15
5625,1999-07-09,1999,7,9
5626,1985-05-02,1985,5,2
5627,1985-07-30,1985,7,30
5628,1985-07-30,1985,7,30
5629,1982-03-11,1982,3,11
5630,1981-09-14,1981,9,14
5631,1981-09-14,1981,9,14
5632,2002-12-13,2002,12,13
5633,2003-10-10,2003,10,10
5634,2003-12-19,2003,12,19
5635,2004-01-23,2004,1,23
5636,2004-01-23,2004,1,23
5637,2004-02-06,2004,2,6
5638,2003-12-05,2003,12,5
5639,2005-05-20,2005,5,20
5640,2006-04-03,2006,4,3
5641,2009-09-04,2009,9,4
5642,2022-07-15,2022,7,15
5643,1990-12-12,1990,12,12
5644,1992-12-02,1992,12,2
5645,1991-03-13,1991,3,13
5646,1991-02-06,1991,2,6
5647,1995-04-05,1995,4,5
5648,1996-11-19,1996,11,19
5649,1998-12-08,1998,12,8
5650,2000-06-30,2000,6,30
5651,2002-05-31,2002,5,31
5652,2002-05-31,2002,5,31
5653,2002-05-31,2002,5,31
5654,2002-05-31,2002,5,31
5655,2004-05-07,2004,5,7
5656,2004-05-07,2004,5,7
5657,2006-01-13,2006,1,13
5658,2006-02-17,2006,2,17
5659,1990-12-12,1990,12,12
5660,1992-12-02,1992,12,2
5661,1991-03-13,1991,3,13
5662,1991-02-06,1991,2,6
5663,1995-04-05,1995,4,5
5664,1996-11-19,1996,11,19
5665,1998-12-08,1998,12,8
5666,2000-06-30,2000,6,30
5667,2002-05-31,2002,5,31
5668,2002-05-31,2002,5,31
5669,2002-05-31,2002,5,31
5670,2002-05-31,2002,5,31
5671,2004-05-07,2004,5,7
5672,2004-05-07,2004,5,7
5673,2006-01-13,2006,1,13
5674,2006-02-17,2006,2,17
5675,2007-07-13,2007,7,13
5676,2007-07-19,2007,7,19
5677,2008-03-14,2008,3,14
5678,2008-07-04,2008,7,4
5679,2008-09-12,2008,9,12
5680,2009-01-16,2009,1,16
5681,2008-12-05,2008,12,5
5682,2009-01-16,2009,1,16
5683,2009-04-03,2009,4,3
5684,2009-07-03,2009,7,3
5685,2009-04-03,2009,4,3
5686,2012-07-06,2012,7,6
5687,2012-09-07,2012,9,7
5688,2012-11-16,2012,11,16
5689,2013-11-08,2013,11,8
5690,2013-12-20,2013,12,20
5691,1990-12-12,1990,12,12
5692,1990-12-21,1990,12,21
5693,1999-12-22,1999,12,22
5694,1975-12-31,1975,12,31
5695,2007-06-29,2007,6,29
5696,1990-12-12,1990,12,12
5697,1990-12-21,1990,12,21
5698,1999-12-22,1999,12,22
5699,2006-12-22,2006,12,22
5700,2012-03-02,2012,3,2
5701,1990-12-12,1990,12,12
5702,1993-12-24,1993,12,24
5703,1993-12-15,1993,12,15
5704,1994-07-13,1994,7,13
5705,1992-09-16,1992,9,16
5706,1990-12-21,1990,12,21
5707,1990-04-04,1990,4,4
5708,1991-12-03,1991,12,3
5709,1990-06-27,1990,6,27
5710,1991-05-22,1991,5,22
5711,1991-07-17,1991,7,17
5712,1988-07-20,1988,7,20
5713,1990-04-04,1990,4,4
5714,1998-07-23,1998,7,23
5715,2001-06-08,2001,6,8
5716,2001-10-12,2001,10,12
5717,2002-04-19,2002,4,19
5718,2002-12-13,2002,12,13
5719,2003-03-03,2003,3,3
5720,2003-11-07,2003,11,7
5721,2006-05-05,2006,5,5
5722,2006-09-01,2006,9,1
5723,2006-03-15,2006,3,15
5724,2006-10-20,2006,10,20
5725,2007-07-19,2007,7,19
5726,2007-08-24,2007,8,24
5727,2008-03-07,2008,3,7
5728,2008-07-18,2008,7,18
5729,2008-04-14,2008,4,14
5730,2009-05-14,2009,5,14
5731,2010-06-18,2010,6,18
5732,2010-12-21,2010,12,21
5733,2011-02-14,2011,2,14
5734,2011-04-26,2011,4,26
5735,2014-04-08,2014,4,8
5736,2016-02-01,2016,2,1
5737,2016-10-19,2016,10,19
5738,2017-02-01,2017,2,1
5739,1994-05-04,1994,5,4
5740,1990-12-12,1990,12,12
5741,1991-06-19,1991,6,19
5742,1990-07-31,1990,7,31
5743,2003-07-18,2003,7,18
5744,2003-07-18,2003,7,18
5745,2004-03-03,2004,3,3
5746,2004-03-19,2004,3,19
5747,2004-03-19,2004,3,19
5748,2004-03-26,2004,3,26
5749,2004-04-16,2004,4,16
5750,2004-04-02,2004,4,2
5751,2004-04-02,2004,4,2
5752,2004-04-30,2004,4,30
5753,2004-04-30,2004,4,30
5754,2004-05-07,2004,5,7
5755,2004-04-16,2004,4,16
5756,2004-05-07,2004,5,7
5757,2004-05-07,2004,5,7
5758,2004-05-07,2004,5,7
5759,2004-05-07,2004,5,7
5760,2004-05-07,2004,5,7
5761,2004-05-07,2004,5,7
5762,2004-04-30,2004,4,30
5763,2004-05-07,2004,5,7
5764,2004-05-07,2004,5,7
5765,2004-05-07,2004,5,7
5766,2004-05-07,2004,5,7
5767,2004-05-07,2004,5,7
5768,2004-05-07,2004,5,7
5769,2004-05-07,2004,5,7
5770,2004-05-07,2004,5,7
5771,2004-05-07,2004,5,7
5772,2004-05-14,2004,5,14
5773,2004-05-14,2004,5,14
5774,2004-06-11,2004,6,11
5775,2004-06-11,2004,6,11
5776,2004-06-11,2004,6,11
5777,2004-06-11,2004,6,11
5778,2004-06-11,2004,6,11
5779,2004-06-11,2004,6,11
5780,2005-05-20,2005,5,20
5781,2005-06-17,2005,6,17
5782,2005-06-03,2005,6,3
5783,2005-10-07,2005,10,7
5784,2005-10-21,2005,10,21
5785,2005-10-07,2005,10,7
5786,2005-10-28,2005,10,28
5787,2005-10-07,2005,10,7
5788,2005-12-23,2005,12,23
5789,2005-09-02,2005,9,2
5790,2005-09-02,2005,9,2
5791,2005-11-10,2005,11,10
5792,2005-11-10,2005,11,10
5793,2005-12-16,2005,12,16
5794,2005-12-23,2005,12,23
5795,2005-12-09,2005,12,9
5796,2005-12-23,2005,12,23
5797,2005-12-16,2005,12,16
5798,2006-02-10,2006,2,10
5799,2005-10-28,2005,10,28
5800,2006-03-10,2006,3,10
5801,2006-03-10,2006,3,10
5802,2006-03-10,2006,3,10
5803,2006-03-17,2006,3,17
5804,2006-03-17,2006,3,17
5805,2006-04-03,2006,4,3
5806,2006-03-24,2006,3,24
5807,2006-03-31,2006,3,31
5808,2006-03-31,2006,3,31
5809,2006-03-31,2006,3,31
5810,2006-03-31,2006,3,31
5811,2006-03-31,2006,3,31
5812,2006-03-31,2006,3,31
5813,2006-05-11,2006,5,11
5814,2006-03-31,2006,3,31
5815,2006-03-10,2006,3,10
5816,2005-10-21,2005,10,21
5817,2006-03-31,2006,3,31
5818,2006-04-28,2006,4,28
5819,2006-05-19,2006,5,19
5820,2006-04-21,2006,4,21
5821,2006-06-15,2006,6,15
5822,2006-03-31,2006,3,31
5823,2006-06-23,2006,6,23
5824,2006-03-17,2006,3,17
5825,2006-06-09,2006,6,9
5826,2006-05-19,2006,5,19
5827,2006-04-28,2006,4,28
5828,2006-06-22,2006,6,22
5829,2006-06-02,2006,6,2
5830,2006-07-07,2006,7,7
5831,2006-07-07,2006,7,7
5832,2006-07-14,2006,7,14
5833,2006-11-10,2006,11,10
5834,2006-12-22,2006,12,22
5835,2006-12-08,2006,12,8
5836,2007-02-16,2007,2,16
5837,2007-03-02,2007,3,2
5838,2007-07-13,2007,7,13
5839,2007-12-14,2007,12,14
5840,1994-05-25,1994,5,25
5841,1991-01-09,1991,1,9
5842,1990-05-30,1990,5,30
5843,2000-07-17,2000,7,17
5844,2001-02-02,2001,2,2
5845,2004-05-07,2004,5,7
5846,2004-04-16,2004,4,16
5847,2004-04-16,2004,4,16
5848,2005-05-20,2005,5,20
5849,2005-03-11,2005,3,11
5850,2009-02-20,2009,2,20
5851,2009-07-24,2009,7,24
5852,2009-10-30,2009,10,30
5853,2009-10-30,2009,10,30
5854,2011-03-25,2011,3,25
5855,1994-05-25,1994,5,25
5856,1991-01-09,1991,1,9
5857,1990-05-30,1990,5,30
5858,2000-07-17,2000,7,17
5859,2001-02-02,2001,2,2
5860,2004-04-16,2004,4,16
5861,2004-04-16,2004,4,16
5862,2005-05-20,2005,5,20
5863,2005-03-11,2005,3,11
5864,2007-05-25,2007,5,25
5865,2007-05-25,2007,5,25
5866,2009-02-20,2009,2,20
5867,2009-05-08,2009,5,8
5868,2009-07-24,2009,7,24
5869,2009-10-30,2009,10,30
5870,2009-10-30,2009,10,30
5871,2011-03-25,2011,3,25
5872,2014-06-06,2014,6,6
5873,2015-04-24,2015,4,24
5874,1990-06-27,1990,6,27
5875,1990-07-31,1990,7,31
5876,1990-09-26,1990,9,26
5877,1990-07-31,1990,7,31
5878,1990-07-31,1990,7,31
5879,1989-06-14,1989,6,14
5880,1993-12-15,1993,12,15
5881,1990-07-31,1990,7,31
5882,1994-07-13,1994,7,13
5883,1973-10-10,1973,10,10
5884,1991-10-17,1991,10,17
5885,1994-10-06,1994,10,6
5886,1991-10-16,1991,10,16
5887,1992-12-02,1992,12,2
5888,1993-01-20,1993,1,20
5889,1992-10-14,1992,10,14
5890,1994-12-21,1994,12,21
5891,1994-12-21,1994,12,21
5892,1989-06-05,1989,6,5
5893,1991-07-26,1991,7,26
5894,1984-06-15,1984,6,15
5895,1990-07-31,1990,7,31
5896,1995-06-12,1995,6,12
5897,1995-09-06,1995,9,6
5898,1978-11-10,1978,11,10
5899,1996-10-15,1996,10,15
5900,1996-12-10,1996,12,10
5901,1997-04-15,1997,4,15
5902,1997-06-10,1997,6,10
5903,1997-10-07,1997,10,7
5904,1998-07-14,1998,7,14
5905,1998-11-24,1998,11,24
5906,1999-07-05,1999,7,5
5907,2000-02-18,2000,2,18
5908,2000-07-13,2000,7,13
5909,2000-01-14,2000,1,14
5910,2000-10-13,2000,10,13
5911,2001-02-09,2001,2,9
5912,2002-01-11,2002,1,11
5913,2002-01-11,2002,1,11
5914,2002-01-11,2002,1,11
5915,2002-03-22,2002,3,22
5916,2002-07-15,2002,7,15
5917,1978-04-24,1978,4,24
5918,2002-05-28,2002,5,28
5919,2003-02-14,2003,2,14
5920,2003-10-10,2003,10,10
5921,2003-12-12,2003,12,12
5922,2004-07-02,2004,7,2
5923,2004-06-11,2004,6,11
5924,2004-04-30,2004,4,30
5925,2004-09-17,2004,9,17
5926,2004-09-17,2004,9,17
5927,2005-11-25,2005,11,25
5928,2005-09-30,2005,9,30
5929,2007-10-05,2007,10,5
5930,2010-09-17,2010,9,17
5931,2013-06-14,2013,6,14
5932,2013-06-14,2013,6,14
5933,2014-12-12,2014,12,12
5934,2015-02-27,2015,2,27
5935,2018-11-09,2018,11,9
5936,2022-12-23,2022,12,23
5937,1990-06-27,1990,6,27
5938,1990-07-31,1990,7,31
5939,1990-09-26,1990,9,26
5940,1990-07-31,1990,7,31
5941,1990-07-31,1990,7,31
5942,1989-06-14,1989,6,14
5943,1993-12-15,1993,12,15
5944,1990-07-31,1990,7,31
5945,1994-07-13,1994,7,13
5946,1991-10-17,1991,10,17
5947,1994-10-06,1994,10,6
5948,1991-10-16,1991,10,16
5949,1992-12-02,1992,12,2
5950,1993-01-20,1993,1,20
5951,1992-10-14,1992,10,14
5952,1994-12-21,1994,12,21
5953,1994-12-21,1994,12,21
5954,1989-06-05,1989,6,5
5955,1991-07-26,1991,7,26
5956,1984-06-15,1984,6,15
5957,1990-07-31,1990,7,31
5958,1995-06-12,1995,6,12
5959,1995-09-06,1995,9,6
5960,1978-11-10,1978,11,10
5961,1996-10-15,1996,10,15
5962,1996-12-10,1996,12,10
5963,1997-04-15,1997,4,15
5964,1997-06-10,1997,6,10
5965,1997-10-07,1997,10,7
5966,1998-07-14,1998,7,14
5967,1998-11-24,1998,11,24
5968,1999-07-05,1999,7,5
5969,2000-02-18,2000,2,18
5970,2000-07-13,2000,7,13
5971,2000-01-14,2000,1,14
5972,2000-10-13,2000,10,13
5973,2001-02-09,2001,2,9
5974,2002-01-11,2002,1,11
5975,2002-01-11,2002,1,11
5976,2002-01-11,2002,1,11
5977,2002-03-22,2002,3,22
5978,2002-07-15,2002,7,15
5979,1978-04-24,1978,4,24
5980,2002-05-28,2002,5,28
5981,2003-02-14,2003,2,14
5982,2003-10-10,2003,10,10
5983,2003-12-12,2003,12,12
5984,2004-07-02,2004,7,2
5985,2004-06-11,2004,6,11
5986,2004-04-30,2004,4,30
5987,2004-09-17,2004,9,17
5988,2004-09-17,2004,9,17
5989,2005-11-25,2005,11,25
5990,2005-09-30,2005,9,30
5991,1990-06-27,1990,6,27
5992,1990-07-31,1990,7,31
5993,1990-09-26,1990,9,26
5994,1990-07-31,1990,7,31
5995,1990-07-31,1990,7,31
5996,1989-06-14,1989,6,14
5997,1969-04-22,1969,4,22
5998,1993-12-15,1993,12,15
5999,1990-07-31,1990,7,31
6000,1994-07-13,1994,7,13
6001,1991-10-17,1991,10,17
6002,1994-10-06,1994,10,6
6003,1991-10-16,1991,10,16
6004,1992-12-02,1992,12,2
6005,1993-01-20,1993,1,20
6006,1992-10-14,1992,10,14
6007,1994-12-21,1994,12,21
6008,1994-12-21,1994,12,21
6009,1989-06-05,1989,6,5
6010,1991-07-26,1991,7,26
6011,1975-06-20,1975,6,20
6012,1984-06-15,1984,6,15
6013,1990-07-31,1990,7,31
6014,1995-06-12,1995,6,12
6015,1995-09-06,1995,9,6
6016,1969-05-15,1969,5,15
6017,1969-05-15,1969,5,15
6018,1978-11-10,1978,11,10
6019,1996-10-15,1996,10,15
6020,1996-12-10,1996,12,10
6021,1997-04-15,1997,4,15
6022,1997-06-10,1997,6,10
6023,1997-10-07,1997,10,7
6024,1998-07-14,1998,7,14
6025,1998-11-24,1998,11,24
6026,1999-07-05,1999,7,5
6027,2000-02-18,2000,2,18
6028,2000-07-13,2000,7,13
6029,2000-01-14,2000,1,14
6030,2000-10-13,2000,10,13
6031,2001-02-09,2001,2,9
6032,2002-01-11,2002,1,11
6033,2002-01-11,2002,1,11
6034,2002-01-11,2002,1,11
6035,2002-03-22,2002,3,22
6036,2002-07-15,2002,7,15
6037,1978-04-24,1978,4,24
6038,2002-05-28,2002,5,28
6039,2003-02-14,2003,2,14
6040,2003-10-10,2003,10,10
6041,2003-12-12,2003,12,12
6042,2004-07-02,2004,7,2
6043,2004-06-11,2004,6,11
6044,2004-04-30,2004,4,30
6045,2004-09-17,2004,9,17
6046,2004-09-17,2004,9,17
6047,2005-11-25,2005,11,25
6048,2005-09-30,2005,9,30
6049,2007-07-10,2007,7,10
6050,2007-07-10,2007,7,10
6051,2009-04-24,2009,4,24
6052,2010-04-23,2010,4,23
6053,2014-05-09,2014,5,9
6054,1990-07-31,1990,7,31
6055,1986-08-11,1986,8,11
6056,1990-07-31,1990,7,31
6057,1970-07-06,1970,7,6
6058,1982-07-20,1982,7,20
6059,1982-07-20,1982,7,20
6060,1982-07-20,1982,7,20
6061,1982-12-30,1982,12,30
6062,1992-05-13,1992,5,13
6063,1994-12-21,1994,12,21
6064,1991-12-17,1991,12,17
6065,1978-06-28,1978,6,28
6066,1990-07-31,1990,7,31
6067,1990-06-27,1990,6,27
6068,1978-08-21,1978,8,21
6069,1996-04-16,1996,4,16
6070,1997-06-17,1997,6,17
6071,1997-06-17,1997,6,17
6072,1997-06-24,1997,6,24
6073,1999-01-26,1999,1,26
6074,1999-01-26,1999,1,26
6075,1998-12-01,1998,12,1
6076,1999-03-02,1999,3,2
6077,2001-04-27,2001,4,27
6078,2001-07-13,2001,7,13
6079,2002-01-18,2002,1,18
6080,2001-11-23,2001,11,23
6081,2002-03-22,2002,3,22
6082,2002-04-19,2002,4,19
6083,1978-09-19,1978,9,19
6084,2002-12-06,2002,12,6
6085,2003-01-31,2003,1,31
6086,2003-01-24,2003,1,24
6087,2003-03-14,2003,3,14
6088,2003-03-14,2003,3,14
6089,2004-09-17,2004,9,17
6090,2005-09-30,2005,9,30
6091,2007-07-13,2007,7,13
6092,2007-12-14,2007,12,14
6093,2008-09-05,2008,9,5
6094,2009-10-30,2009,10,30
6095,2009-10-30,2009,10,30
6096,2015-02-06,2015,2,6
6097,2015-02-13,2015,2,13
6098,2016-08-30,2016,8,30
6099,2016-09-09,2016,9,9
6100,2016-11-10,2016,11,10
6101,2018-06-29,2018,6,29
6102,2019-05-17,2019,5,17
6103,2019-06-28,2019,6,28
6104,2020-07-10,2020,7,10
6105,2021-02-26,2021,2,26
6106,2021-07-02,2021,7,2
6107,2022-04-01,2022,4,1
6108,2022-03-25,2022,3,25
6109,2022-07-15,2022,7,15
6110,2022-12-16,2022,12,16
6111,2023-03-24,2023,3,24
6112,2023-08-31,2023,8,31
6113,2023-09-15,2023,9,15
6114,2024-02-23,2024,2,23
6115,1990-09-26,1990,9,26
6116,1990-07-31,1990,7,31
6117,2004-07-14,2004,7,14
6118,1990-07-31,1990,7,31
6119,1990-07-31,1990,7,31
6120,1993-04-28,1993,4,28
6121,1993-12-15,1993,12,15
6122,1990-07-31,1990,7,31
6123,1961-03-22,1961,3,22
6124,1973-10-10,1973,10,10
6125,1975-10-09,1975,10,9
6126,1978-11-09,1978,11,9
6127,1990-07-31,1990,7,31
6128,1990-07-31,1990,7,31
6129,1994-12-21,1994,12,21
6130,1995-04-05,1995,4,5
6131,1990-07-31,1990,7,31
6132,1978-12-07,1978,12,7
6133,1967-08-04,1967,8,4
6134,1978-11-09,1978,11,9
6135,1973-06-12,1973,6,12
6136,1996-04-16,1996,4,16
6137,1978-11-10,1978,11,10
6138,1984-02-27,1984,2,27
6139,1996-07-08,1996,7,8
6140,1996-12-03,1996,12,3
6141,1997-07-08,1997,7,8
6142,1999-05-16,1999,5,16
6143,2002-01-11,2002,1,11
6144,2002-01-11,2002,1,11
6145,1982-07-30,1982,7,30
6146,2002-07-15,2002,7,15
6147,2002-09-06,2002,9,6
6148,2002-09-06,2002,9,6
6149,1978-02-16,1978,2,16
6150,2004-04-02,2004,4,2
6151,2007-03-23,2007,3,23
6152,2007-06-15,2007,6,15
6153,2007-09-21,2007,9,21
6154,2007-09-07,2007,9,7
6155,2008-07-10,2008,7,10
6156,2009-07-24,2009,7,24
6157,2009-09-04,2009,9,4
