id,date,year,month,day
2634,1983-07-28,1983,7,28
2635,1993-04-28,1993,4,28
2636,1990-03-07,1990,3,7
2637,1994-07-20,1994,7,20
2638,1993-01-20,1993,1,20
2639,1991-12-17,1991,12,17
2640,1975-06-18,1975,6,18
2641,1967-11-10,1967,11,10
2642,1976-10-13,1976,10,13
2643,1995-04-05,1995,4,5
2644,1989-10-25,1989,10,25
2645,1995-04-05,1995,4,5
2646,1990-11-21,1990,11,21
2647,1990-03-29,1990,3,29
2648,1976-01-05,1976,1,5
2649,1990-03-13,1990,3,13
2650,1995-04-26,1995,4,26
2651,1991-04-18,1991,4,18
2652,1995-10-24,1995,10,24
2653,1987-12-23,1987,12,23
2654,1988-10-12,1988,10,12
2655,1996-07-08,1996,7,8
2656,1996-12-19,1996,12,19
2657,1997-01-03,1997,1,3
2658,1996-12-17,1996,12,17
2659,1996-12-17,1996,12,17
2660,1997-04-22,1997,4,22
2661,1998-01-07,1998,1,7
2662,1998-03-24,1998,3,24
2663,1983-10-25,1983,10,25
2664,1998-06-16,1998,6,16
2665,1998-12-11,1998,12,11
2666,1999-01-21,1999,1,21
2667,1998-12-18,1998,12,18
2668,1998-12-18,1998,12,18
2669,1998-12-18,1998,12,18
2670,1999-04-13,1999,4,13
2671,1999-07-27,1999,7,27
2672,2000-01-11,2000,1,11
2673,1999-12-17,1999,12,17
2674,2000-07-17,2000,7,17
2675,2000-12-15,2000,12,15
2676,2001-01-12,2001,1,12
2677,2000-12-15,2000,12,15
2678,2001-01-19,2001,1,19
2679,2000-12-15,2000,12,15
2680,2001-07-13,2001,7,13
2681,2001-07-10,2001,7,10
2682,2001-07-13,2001,7,13
2683,2001-07-13,2001,7,13
2684,2001-07-13,2001,7,13
2685,2001-11-23,2001,11,23
2686,2002-01-23,2002,1,23
2687,2002-03-20,2002,3,20
2688,2002-05-03,2002,5,3
2689,2002-07-19,2002,7,19
2690,2002-07-24,2002,7,24
2691,1979-10-29,1979,10,29
2692,2002-12-13,2002,12,13
2693,2003-02-27,2003,2,27
2694,2003-10-17,2003,10,17
2695,2004-01-19,2004,1,19
2696,2003-12-12,2003,12,12
2697,2004-03-19,2004,3,19
2698,2004-05-28,2004,5,28
2699,2004-05-28,2004,5,28
2700,2005-12-23,2005,12,23
2701,2006-01-13,2006,1,13
2702,2006-03-17,2006,3,17
2703,2006-06-21,2006,6,21
2704,2006-06-27,2006,6,27
2705,2006-09-08,2006,9,8
2706,2006-11-17,2006,11,17
2707,2007-12-17,2007,12,17
2708,2008-12-01,2008,12,1
2709,2010-03-16,2010,3,16
2710,2011-02-04,2011,2,4
2711,1970-12-23,1970,12,23
2712,2011-09-30,2011,9,30
2713,1994-01-12,1994,1,12
2714,1983-07-28,1983,7,28
2715,1991-07-24,1991,7,24
2716,1990-07-31,1990,7,31
2717,1993-12-15,1993,12,15
2718,1994-06-15,1994,6,15
2719,1993-12-15,1993,12,15
2720,1993-12-15,1993,12,15
2721,1994-07-06,1994,7,6
2722,1983-07-28,1983,7,28
2723,1993-04-28,1993,4,28
2724,1990-03-07,1990,3,7
2725,1994-07-20,1994,7,20
2726,1993-01-20,1993,1,20
2727,1991-12-17,1991,12,17
2728,1976-10-13,1976,10,13
2729,1995-04-05,1995,4,5
2730,1989-10-25,1989,10,25
2731,1995-04-05,1995,4,5
2732,1990-11-21,1990,11,21
2733,1990-03-29,1990,3,29
2734,1976-01-05,1976,1,5
2735,1990-03-13,1990,3,13
2736,1995-04-26,1995,4,26
2737,1991-04-18,1991,4,18
2738,1995-10-24,1995,10,24
2739,1987-12-23,1987,12,23
2740,1988-10-12,1988,10,12
2741,1996-07-08,1996,7,8
2742,1996-12-19,1996,12,19
2743,1997-01-03,1997,1,3
2744,1996-12-17,1996,12,17
2745,1996-12-17,1996,12,17
2746,1997-04-22,1997,4,22
2747,1998-01-07,1998,1,7
2748,1998-03-24,1998,3,24
2749,1983-10-25,1983,10,25
2750,1998-06-16,1998,6,16
2751,1998-12-11,1998,12,11
2752,1999-01-21,1999,1,21
2753,1998-12-18,1998,12,18
2754,1998-12-18,1998,12,18
2755,1998-12-18,1998,12,18
2756,1999-04-13,1999,4,13
2757,1999-07-27,1999,7,27
2758,2000-01-11,2000,1,11
2759,1999-12-17,1999,12,17
2760,2000-07-17,2000,7,17
2761,2000-12-15,2000,12,15
2762,2001-01-12,2001,1,12
2763,2000-12-15,2000,12,15
2764,2001-01-19,2001,1,19
2765,2000-12-15,2000,12,15
2766,2001-07-13,2001,7,13
2767,2001-07-10,2001,7,10
2768,2001-07-13,2001,7,13
2769,2001-07-13,2001,7,13
2770,2001-07-13,2001,7,13
2771,2001-11-23,2001,11,23
2772,2002-01-23,2002,1,23
2773,2002-03-20,2002,3,20
2774,2002-05-03,2002,5,3
2775,2002-07-19,2002,7,19
2776,2002-07-24,2002,7,24
2777,1979-10-29,1979,10,29
2778,2002-12-13,2002,12,13
2779,2003-02-27,2003,2,27
2780,2003-10-17,2003,10,17
2781,2004-01-19,2004,1,19
2782,2003-12-12,2003,12,12
2783,2004-03-19,2004,3,19
2784,2004-05-28,2004,5,28
2785,2004-05-28,2004,5,28
2786,2005-12-23,2005,12,23
2787,2006-01-13,2006,1,13
2788,1994-01-12,1994,1,12
2789,1983-07-28,1983,7,28
2790,1991-07-24,1991,7,24
2791,1963-07-05,1963,7,5
2792,1990-07-31,1990,7,31
2793,1993-12-15,1993,12,15
2794,1994-06-15,1994,6,15
2795,1993-12-15,1993,12,15
2796,1993-12-15,1993,12,15
2797,1994-07-06,1994,7,6
2798,1983-07-28,1983,7,28
2799,1993-04-28,1993,4,28
2800,1990-03-07,1990,3,7
2801,1994-07-20,1994,7,20
2802,1993-01-20,1993,1,20
2803,1991-12-17,1991,12,17
2804,1973-03-30,1973,3,30
2805,1976-10-13,1976,10,13
2806,1995-04-05,1995,4,5
2807,1989-10-25,1989,10,25
2808,1995-04-05,1995,4,5
2809,1990-11-21,1990,11,21
2810,1969-05-23,1969,5,23
2811,1990-03-29,1990,3,29
2812,1976-01-05,1976,1,5
2813,1990-03-13,1990,3,13
2814,1995-04-26,1995,4,26
2815,1991-04-18,1991,4,18
2816,1995-10-24,1995,10,24
2817,1987-12-23,1987,12,23
2818,1988-10-12,1988,10,12
2819,1996-07-08,1996,7,8
2820,1996-12-19,1996,12,19
2821,1997-01-03,1997,1,3
2822,1996-12-17,1996,12,17
2823,1996-12-17,1996,12,17
2824,1997-04-22,1997,4,22
2825,1998-01-07,1998,1,7
2826,1998-03-24,1998,3,24
2827,1983-10-25,1983,10,25
2828,1998-06-16,1998,6,16
2829,1998-12-11,1998,12,11
2830,1999-01-21,1999,1,21
2831,1998-12-18,1998,12,18
2832,1998-12-18,1998,12,18
2833,1998-12-18,1998,12,18
2834,1998-10-20,1998,10,20
2835,1999-04-13,1999,4,13
2836,1999-07-27,1999,7,27
2837,2000-01-11,2000,1,11
2838,1999-12-17,1999,12,17
2839,2000-07-17,2000,7,17
2840,2000-12-15,2000,12,15
2841,2001-01-12,2001,1,12
2842,2000-12-15,2000,12,15
2843,2001-01-19,2001,1,19
2844,2000-12-15,2000,12,15
2845,2001-07-13,2001,7,13
2846,2001-07-10,2001,7,10
2847,2001-07-13,2001,7,13
2848,2001-07-13,2001,7,13
2849,2001-07-13,2001,7,13
2850,2001-11-23,2001,11,23
2851,2002-01-23,2002,1,23
2852,2002-03-20,2002,3,20
2853,2002-05-03,2002,5,3
2854,2002-07-19,2002,7,19
2855,2002-07-24,2002,7,24
2856,1979-10-29,1979,10,29
2857,2002-12-13,2002,12,13
2858,2003-02-27,2003,2,27
2859,2003-10-17,2003,10,17
2860,2004-01-19,2004,1,19
2861,2003-12-12,2003,12,12
2862,2004-03-19,2004,3,19
2863,2004-05-28,2004,5,28
2864,2004-05-28,2004,5,28
2865,2005-12-23,2005,12,23
2866,2006-01-13,2006,1,13
2867,2006-03-17,2006,3,17
2868,2006-06-21,2006,6,21
2869,2006-09-08,2006,9,8
2870,2007-07-19,2007,7,19
2871,2007-10-10,2007,10,10
2872,2007-12-03,2007,12,3
2873,2008-09-08,2008,9,8
2874,2008-07-18,2008,7,18
2875,2008-07-10,2008,7,10
2876,2008-11-07,2008,11,7
2877,2009-03-20,2009,3,20
2878,2009-06-05,2009,6,5
2879,2009-04-24,2009,4,24
2880,2009-05-08,2009,5,8
2881,2009-06-19,2009,6,19
2882,2009-12-11,2009,12,11
2883,2010-05-21,2010,5,21
2884,2010-06-11,2010,6,11
2885,2010-06-11,2010,6,11
2886,2010-09-17,2010,9,17
2887,2010-12-03,2010,12,3
2888,2010-11-12,2010,11,12
2889,2011-03-11,2011,3,11
2890,2011-02-04,2011,2,4
2891,2011-03-18,2011,3,18
2892,2004-04-16,2004,4,16
2893,2011-12-05,2011,12,5
2894,2011-12-05,2011,12,5
2895,2007-07-19,2007,7,19
2896,2003-03-31,2003,3,31
2897,2011-12-05,2011,12,5
2898,2012-07-10,2012,7,10
2899,2012-09-07,2012,9,7
2900,2012-12-21,2012,12,21
2901,2013-02-22,2013,2,22
2902,2013-03-29,2013,3,29
2903,2013-10-11,2013,10,11
2904,2013-11-22,2013,11,22
2905,2014-01-15,2014,1,15
2906,2013-11-13,2013,11,13
2907,2014-02-25,2014,2,25
2908,2014-02-24,2014,2,24
2909,2014-04-25,2014,4,25
2910,2015-06-12,2015,6,12
2911,2015-11-16,2015,11,16
2912,2015-04-20,2015,4,20
2913,2015-11-27,2015,11,27
2914,2015-11-27,2015,11,27
2915,2015-12-11,2015,12,11
2916,2015-12-21,2015,12,21
2917,2016-02-26,2016,2,26
2918,2016-02-26,2016,2,26
2919,2016-03-04,2016,3,4
2920,2016-06-24,2016,6,24
2921,2016-06-24,2016,6,24
2922,2016-06-24,2016,6,24
2923,2016-06-10,2016,6,10
2924,2016-06-24,2016,6,24
2925,2016-10-10,2016,10,10
2926,2016-10-21,2016,10,21
2927,2016-12-02,2016,12,2
2928,2016-12-16,2016,12,16
2929,2017-02-10,2017,2,10
2930,2017-02-13,2017,2,13
2931,2017-02-17,2017,2,17
2932,2017-02-20,2017,2,20
2933,2017-11-24,2017,11,24
2934,2017-12-08,2017,12,8
2935,2018-01-12,2018,1,12
2936,2018-04-20,2018,4,20
2937,2018-05-30,2018,5,30
2938,2018-04-20,2018,4,20
2939,2018-06-21,2018,6,21
2940,2018-07-13,2018,7,13
2941,2018-07-20,2018,7,20
2942,2018-06-22,2018,6,22
2943,2018-09-28,2018,9,28
2944,2018-11-23,2018,11,23
2945,2018-12-19,2018,12,19
2946,2018-12-14,2018,12,14
2947,2018-12-21,2018,12,21
2948,2019-01-08,2019,1,8
2949,2018-11-26,2018,11,26
2950,2019-01-16,2019,1,16
2951,2019-01-25,2019,1,25
2952,2019-03-29,2019,3,29
2953,2019-05-24,2019,5,24
2954,2019-04-26,2019,4,26
2955,2019-04-30,2019,4,30
2956,2020-04-30,2020,4,30
2957,2020-07-17,2020,7,17
2958,2020-07-20,2020,7,20
2959,2020-08-05,2020,8,5
2960,2020-07-23,2020,7,23
2961,2020-10-02,2020,10,2
2962,2020-10-22,2020,10,22
2963,2020-10-16,2020,10,16
2964,2020-12-18,2020,12,18
2965,2021-01-26,2021,1,26
2966,2021-01-26,2021,1,26
2967,2021-03-19,2021,3,19
2968,2021-04-09,2021,4,9
2969,2021-04-29,2021,4,29
2970,2020-12-18,2020,12,18
2971,2021-07-15,2021,7,15
2972,2021-09-20,2021,9,20
2973,2021-12-17,2021,12,17
2974,2022-04-29,2022,4,29
2975,2022-04-01,2022,4,1
2976,2022-09-16,2022,9,16
2977,2022-12-05,2022,12,5
2978,2023-04-03,2023,4,3
2979,2023-08-31,2023,8,31
2980,2023-12-08,2023,12,8
2981,1994-01-12,1994,1,12
2982,1983-07-28,1983,7,28
2983,1991-07-24,1991,7,24
2984,1990-07-31,1990,7,31
2985,1973-07-02,1973,7,2
2986,1993-12-15,1993,12,15
2987,1994-06-15,1994,6,15
2988,1993-12-15,1993,12,15
2989,1993-12-15,1993,12,15
2990,1994-07-06,1994,7,6
2991,1983-07-28,1983,7,28
2992,1993-04-28,1993,4,28
2993,1990-03-07,1990,3,7
2994,1994-07-20,1994,7,20
2995,1993-01-20,1993,1,20
2996,1991-12-17,1991,12,17
2997,1973-03-30,1973,3,30
2998,1973-04-24,1973,4,24
2999,1976-10-13,1976,10,13
3000,1995-04-05,1995,4,5
3001,1989-10-25,1989,10,25
3002,1995-04-05,1995,4,5
3003,1990-11-21,1990,11,21
3004,1964-04-09,1964,4,9
3005,1967-12-27,1967,12,27
3006,1990-03-29,1990,3,29
3007,1976-01-05,1976,1,5
3008,1963-04-16,1963,4,16
3009,1990-03-13,1990,3,13
3010,1995-04-26,1995,4,26
3011,1991-04-18,1991,4,18
3012,1995-10-24,1995,10,24
3013,1987-12-23,1987,12,23
3014,1988-10-12,1988,10,12
3015,1996-07-08,1996,7,8
3016,1996-12-19,1996,12,19
3017,1997-01-03,1997,1,3
3018,1996-12-17,1996,12,17
3019,1996-12-17,1996,12,17
3020,1997-04-22,1997,4,22
3021,1998-01-07,1998,1,7
3022,1998-03-24,1998,3,24
3023,1983-10-25,1983,10,25
3024,1998-06-16,1998,6,16
3025,1998-12-11,1998,12,11
3026,1999-01-21,1999,1,21
3027,1998-12-18,1998,12,18
3028,1998-12-18,1998,12,18
3029,1998-12-18,1998,12,18
3030,1999-04-13,1999,4,13
3031,1999-07-27,1999,7,27
3032,2000-01-11,2000,1,11
3033,1999-12-17,1999,12,17
3034,2000-07-17,2000,7,17
3035,2000-12-15,2000,12,15
3036,2001-01-12,2001,1,12
3037,2000-12-15,2000,12,15
3038,2001-01-19,2001,1,19
3039,2000-12-15,2000,12,15
3040,2001-07-13,2001,7,13
3041,2001-07-10,2001,7,10
3042,2001-07-13,2001,7,13
3043,2001-07-13,2001,7,13
3044,2001-07-13,2001,7,13
3045,2001-11-23,2001,11,23
3046,2002-01-23,2002,1,23
3047,2002-03-20,2002,3,20
3048,2002-05-03,2002,5,3
3049,2002-07-19,2002,7,19
3050,2002-07-24,2002,7,24
3051,1979-10-29,1979,10,29
3052,2002-12-13,2002,12,13
3053,2003-02-27,2003,2,27
3054,2003-10-17,2003,10,17
3055,2004-01-19,2004,1,19
3056,2003-12-12,2003,12,12
3057,2004-03-19,2004,3,19
3058,2004-05-28,2004,5,28
3059,2004-05-28,2004,5,28
3060,2005-12-23,2005,12,23
3061,2006-01-13,2006,1,13
3062,2006-03-17,2006,3,17
3063,2006-06-21,2006,6,21
3064,2006-09-08,2006,9,8
3065,2006-11-17,2006,11,17
3066,2007-10-10,2007,10,10
3067,2011-09-30,2011,9,30
3068,1993-12-22,1993,12,22
3069,1994-12-21,1994,12,21
3070,1999-06-22,1999,6,22
3071,2018-01-26,2018,1,26
3072,1993-12-22,1993,12,22
3073,1994-12-21,1994,12,21
3074,1999-06-22,1999,6,22
3075,2008-04-11,2008,4,11
3076,2008-04-28,2008,4,28
3077,2018-07-06,2018,7,6
3078,1993-12-22,1993,12,22
3079,1992-06-25,1992,6,25
3080,1994-12-21,1994,12,21
3081,1980-09-05,1980,9,5
3082,1980-09-05,1980,9,5
3083,1998-07-23,1998,7,23
3084,1999-05-25,1999,5,25
3085,2001-07-06,2001,7,6
3086,2001-07-13,2001,7,13
3087,2002-01-11,2002,1,11
3088,2002-05-29,2002,5,29
3089,2003-03-14,2003,3,14
3090,1970-01-28,1970,1,28
3091,2012-07-06,2012,7,6
3092,1994-03-16,1994,3,16
3093,1990-12-12,1990,12,12
3094,1982-06-10,1982,6,10
3095,1977-03-29,1977,3,29
3096,1993-09-15,1993,9,15
3097,1993-09-15,1993,9,15
3098,1993-07-22,1993,7,22
3099,1990-04-19,1990,4,19
3100,1991-07-10,1991,7,10
3101,1991-03-27,1991,3,27
3102,1991-01-30,1991,1,30
3103,1991-02-06,1991,2,6
3104,1987-03-18,1987,3,18
3105,1990-04-26,1990,4,26
3106,1998-09-22,1998,9,22
3107,2000-06-30,2000,6,30
3108,2000-07-07,2000,7,7
3109,2000-09-22,2000,9,22
3110,2000-12-01,2000,12,1
3111,1984-09-05,1984,9,5
3112,1984-09-05,1984,9,5
3113,2001-11-09,2001,11,9
3114,2001-12-14,2001,12,14
3115,1978-05-02,1978,5,2
3116,2003-05-23,2003,5,23
3117,2003-02-21,2003,2,21
3118,2003-06-27,2003,6,27
3119,2003-10-10,2003,10,10
3120,2004-10-15,2004,10,15
3121,2004-12-10,2004,12,10
3122,2004-11-26,2004,11,26
3123,2005-03-04,2005,3,4
3124,2005-03-04,2005,3,4
3125,2005-03-18,2005,3,18
3126,2005-03-18,2005,3,18
3127,1994-03-16,1994,3,16
3128,1988-07-13,1988,7,13
3129,1988-09-07,1988,9,7
3130,1991-04-29,1991,4,29
3131,1991-03-13,1991,3,13
3132,1988-11-30,1988,11,30
3133,1990-02-21,1990,2,21
3134,1995-06-01,1995,6,1
3135,1989-04-19,1989,4,19
3136,1996-07-08,1996,7,8
3137,1996-12-20,1996,12,20
3138,1988-01-27,1988,1,27
3139,1997-05-21,1997,5,21
3140,1999-03-16,1999,3,16
3141,2000-01-17,2000,1,17
3142,2000-06-30,2000,6,30
3143,2000-07-07,2000,7,7
3144,2004-05-07,2004,5,7
3145,2006-09-29,2006,9,29
3146,1994-05-18,1994,5,18
3147,1995-06-01,1995,6,1
3148,1988-12-14,1988,12,14
3149,2002-12-13,2002,12,13
3150,2006-12-08,2006,12,8
3151,2007-06-29,2007,6,29
3152,2009-03-12,2009,3,12
3153,2009-09-04,2009,9,4
3154,2009-09-04,2009,9,4
3155,2010-04-16,2010,4,16
3156,1988-12-30,1988,12,30
3157,1994-03-23,1994,3,23
3158,1993-04-21,1993,4,21
3159,2001-11-30,2001,11,30
3160,2007-06-29,2007,6,29
3161,2017-05-12,2017,5,12
3162,1994-05-04,1994,5,4
3163,1994-01-19,1994,1,19
3164,1991-10-30,1991,10,30
3165,1990-12-12,1990,12,12
3166,1994-07-06,1994,7,6
3167,1992-09-23,1992,9,23
3168,1995-04-06,1995,4,6
3169,1988-12-21,1988,12,21
3170,1995-06-12,1995,6,12
3171,1985-01-25,1985,1,25
3172,1996-12-20,1996,12,20
3173,1997-07-15,1997,7,15
3174,1997-07-01,1997,7,1
3175,1987-09-23,1987,9,23
3176,1997-12-17,1997,12,17
3177,1998-03-17,1998,3,17
3178,1999-05-11,1999,5,11
3179,1999-05-11,1999,5,11
3180,1999-11-08,1999,11,8
3181,2003-05-23,2003,5,23
3182,2005-07-01,2005,7,1
3183,2005-12-02,2005,12,2
3184,2006-07-07,2006,7,7
3185,1991-09-11,1991,9,11
3186,1990-12-21,1990,12,21
3187,1991-03-13,1991,3,13
3188,1995-02-08,1995,2,8
3189,1997-01-28,1997,1,28
3190,2000-07-17,2000,7,17
3191,2003-10-03,2003,10,3
3192,2003-12-10,2003,12,10
3193,1991-09-11,1991,9,11
3194,1990-12-21,1990,12,21
3195,1985-07-17,1985,7,17
3196,1991-03-13,1991,3,13
3197,1997-01-28,1997,1,28
3198,1997-10-21,1997,10,21
3199,2000-07-17,2000,7,17
3200,1994-05-30,1994,5,30
3201,1981-07-23,1981,7,23
3202,1993-07-14,1993,7,14
3203,1993-03-24,1993,3,24
3204,1993-06-17,1993,6,17
3205,1993-04-21,1993,4,21
3206,1991-12-18,1991,12,18
3207,1992-07-08,1992,7,8
3208,1995-02-22,1995,2,22
3209,1982-12-13,1982,12,13
3210,1995-02-22,1995,2,22
3211,1991-12-19,1991,12,19
3212,1994-12-21,1994,12,21
3213,1991-09-25,1991,9,25
3214,1991-07-24,1991,7,24
3215,1995-03-08,1995,3,8
3216,1995-03-22,1995,3,22
3217,1991-03-20,1991,3,20
3218,1991-04-03,1991,4,3
3219,1990-08-06,1990,8,6
3220,1995-05-24,1995,5,24
3221,1995-04-05,1995,4,5
3222,1995-12-22,1995,12,22
3223,1988-12-07,1988,12,7
3224,1996-03-11,1996,3,11
3225,1996-07-26,1996,7,26
3226,1996-07-24,1996,7,24
3227,1996-11-19,1996,11,19
3228,1997-01-07,1997,1,7
3229,1996-12-17,1996,12,17
3230,1997-11-25,1997,11,25
3231,1997-12-17,1997,12,17
3232,1998-03-17,1998,3,17
3233,1998-04-28,1998,4,28
3234,1998-06-23,1998,6,23
3235,1998-12-01,1998,12,1
3236,1998-12-01,1998,12,1
3237,1999-03-23,1999,3,23
3238,1999-03-23,1999,3,23
3239,1999-03-30,1999,3,30
3240,1999-05-18,1999,5,18
3241,1999-05-18,1999,5,18
3242,2000-05-26,2000,5,26
3243,2000-11-17,2000,11,17
3244,2000-12-22,2000,12,22
3245,2001-04-27,2001,4,27
3246,2001-04-27,2001,4,27
3247,2001-04-27,2001,4,27
3248,2001-04-27,2001,4,27
3249,2001-05-18,2001,5,18
3250,2001-09-07,2001,9,7
3251,2002-06-14,2002,6,14
3252,2002-09-27,2002,9,27
3253,2002-11-29,2002,11,29
3254,2003-02-14,2003,2,14
3255,2003-04-25,2003,4,25
3256,2003-09-12,2003,9,12
3257,2003-09-12,2003,9,12
3258,2003-09-12,2003,9,12
3259,2004-01-23,2004,1,23
3260,2004-01-23,2004,1,23
3261,2004-02-13,2004,2,13
3262,1972-12-06,1972,12,6
3263,2004-03-12,2004,3,12
3264,2004-05-07,2004,5,7
3265,2005-09-02,2005,9,2
3266,2005-12-09,2005,12,9
3267,2006-01-13,2006,1,13
3268,2006-03-17,2006,3,17
3269,2006-06-09,2006,6,9
3270,2006-06-09,2006,6,9
3271,2006-06-09,2006,6,9
3272,2006-07-06,2006,7,6
3273,2006-07-19,2006,7,19
3274,2006-07-26,2006,7,26
3275,2006-07-26,2006,7,26
3276,2006-08-17,2006,8,17
3277,2006-08-18,2006,8,18
3278,2006-08-21,2006,8,21
3279,2006-10-27,2006,10,27
3280,1999-06-02,1999,6,2
3281,2006-12-01,2006,12,1
3282,2007-01-12,2007,1,12
3283,2007-01-19,2007,1,19
3284,2007-05-04,2007,5,4
3285,2007-01-26,2007,1,26
3286,2007-01-26,2007,1,26
3287,2007-06-15,2007,6,15
3288,2007-04-27,2007,4,27
3289,2007-07-13,2007,7,13
3290,2007-07-13,2007,7,13
3291,2008-07-09,2008,7,9
3292,2008-11-21,2008,11,21
3293,2009-06-05,2009,6,5
3294,2009-06-05,2009,6,5
3295,2009-06-05,2009,6,5
3296,2009-06-05,2009,6,5
3297,2009-06-19,2009,6,19
3298,2009-10-02,2009,10,2
3299,2004-06-26,2004,6,26
3300,1995-05-02,1995,5,2
3301,2010-06-25,2010,6,25
3302,2011-07-15,2011,7,15
3303,2011-07-08,2011,7,8
3304,2011-10-14,2011,10,14
3305,2012-03-16,2012,3,16
3306,2012-03-16,2012,3,16
3307,2012-05-25,2012,5,25
3308,2012-06-25,2012,6,25
3309,2012-08-29,2012,8,29
3310,2012-09-13,2012,9,13
3311,2012-10-19,2012,10,19
3312,2012-12-21,2012,12,21
3313,2013-03-22,2013,3,22
3314,2013-05-31,2013,5,31
3315,2013-07-09,2013,7,9
3316,2013-09-06,2013,9,6
3317,2013-10-18,2013,10,18
3318,2012-12-21,2012,12,21
3319,2016-07-15,2016,7,15
3320,2017-07-14,2017,7,14
3321,2017-10-12,2017,10,12
3322,2017-12-22,2017,12,22
3323,2017-12-22,2017,12,22
3324,2017-12-22,2017,12,22
3325,2017-12-22,2017,12,22
3326,2017-12-22,2017,12,22
3327,2017-12-22,2017,12,22
3328,2017-12-22,2017,12,22
3329,2017-12-22,2017,12,22
3330,2017-12-22,2017,12,22
3331,2018-07-20,2018,7,20
3332,2018-09-07,2018,9,7
3333,2018-09-07,2018,9,7
3334,2018-10-26,2018,10,26
3335,2021-04-23,2021,4,23
3336,2022-07-01,2022,7,1
3337,2022-09-02,2022,9,2
3338,1994-05-30,1994,5,30
3339,1994-06-01,1994,6,1
3340,1991-07-17,1991,7,17
3341,1990-12-21,1990,12,21
3342,1994-12-21,1994,12,21
3343,1984-03-05,1984,3,5
3344,1992-09-23,1992,9,23
3345,1994-12-21,1994,12,21
3346,1991-11-12,1991,11,12
3347,1991-09-11,1991,9,11
3348,1991-05-29,1991,5,29
3349,1989-11-30,1989,11,30
3350,1989-08-07,1989,8,7
3351,1989-02-22,1989,2,22
3352,2004-11-19,2004,11,19
3353,2004-11-19,2004,11,19
3354,2006-07-07,2006,7,7
3355,2006-07-14,2006,7,14
3356,2006-10-13,2006,10,13
3357,1991-10-10,1991,10,10
3358,1989-08-07,1989,8,7
3359,2006-12-15,2006,12,15
3360,2007-03-02,2007,3,2
3361,2007-06-22,2007,6,22
3362,2007-07-13,2007,7,13
3363,1994-06-01,1994,6,1
3364,2003-12-16,2003,12,16
3365,2017-03-24,2017,3,24
3366,1994-05-30,1994,5,30
3367,1994-06-01,1994,6,1
3368,1991-07-17,1991,7,17
3369,1990-12-21,1990,12,21
3370,1994-12-21,1994,12,21
3371,1984-03-05,1984,3,5
3372,1992-09-23,1992,9,23
3373,1994-12-21,1994,12,21
3374,1991-11-12,1991,11,12
3375,1991-09-11,1991,9,11
3376,1991-05-29,1991,5,29
3377,1989-11-30,1989,11,30
3378,1989-08-07,1989,8,7
3379,1989-02-22,1989,2,22
3380,2004-11-19,2004,11,19
3381,2004-11-19,2004,11,19
3382,2006-07-07,2006,7,7
3383,2006-12-15,2006,12,15
3384,2007-03-02,2007,3,2
3385,2007-06-22,2007,6,22
3386,2007-07-13,2007,7,13
3387,1994-05-30,1994,5,30
3388,1994-06-01,1994,6,1
3389,1991-07-17,1991,7,17
3390,1990-12-21,1990,12,21
3391,1994-12-21,1994,12,21
3392,1984-03-05,1984,3,5
3393,1992-09-23,1992,9,23
3394,1994-12-21,1994,12,21
3395,1991-11-12,1991,11,12
3396,1991-09-11,1991,9,11
3397,1991-05-29,1991,5,29
3398,1989-11-30,1989,11,30
3399,1989-08-07,1989,8,7
3400,1989-02-22,1989,2,22
3401,2004-11-19,2004,11,19
3402,2004-11-19,2004,11,19
3403,2006-07-07,2006,7,7
3404,2006-07-14,2006,7,14
3405,2006-10-13,2006,10,13
3406,1991-10-10,1991,10,10
3407,1989-08-07,1989,8,7
3408,2006-12-15,2006,12,15
3409,2007-02-16,2007,2,16
3410,2007-03-02,2007,3,2
3411,2007-06-22,2007,6,22
3412,2007-07-13,2007,7,13
3413,2007-09-07,2007,9,7
3414,2008-07-18,2008,7,18
3415,2008-11-21,2008,11,21
3416,1994-06-01,1994,6,1
3417,1994-05-30,1994,5,30
3418,1993-07-16,1993,7,16
3419,1993-11-24,1993,11,24
3420,1980-09-22,1980,9,22
3421,1992-05-20,1992,5,20
3422,1994-11-30,1994,11,30
3423,1997-02-04,1997,2,4
3424,1997-05-13,1997,5,13
3425,1998-07-07,1998,7,7
3426,1998-07-07,1998,7,7
3427,1998-07-14,1998,7,14
3428,1989-08-14,1989,8,14
3429,2002-07-08,2002,7,8
3430,1979-12-21,1979,12,21
3431,1979-11-27,1979,11,27
3432,1975-12-31,1975,12,31
3433,2003-06-18,2003,6,18
3434,2003-11-14,2003,11,14
3435,2000-02-15,2000,2,15
3436,2004-02-11,2004,2,11
3437,2004-03-30,2004,3,30
3438,2004-06-02,2004,6,2
3439,2005-12-16,2005,12,16
3440,2005-12-21,2005,12,21
3441,2006-01-26,2006,1,26
3442,2006-02-09,2006,2,9
3443,2006-05-19,2006,5,19
3444,2006-10-05,2006,10,5
3445,2006-10-05,2006,10,5
3446,2006-12-08,2006,12,8
3447,2006-12-08,2006,12,8
3448,2006-12-21,2006,12,21
3449,2006-11-17,2006,11,17
3450,2007-02-09,2007,2,9
3451,2007-08-24,2007,8,24
3452,2007-06-29,2007,6,29
3453,2007-10-05,2007,10,5
3454,2007-10-02,2007,10,2
3455,2007-11-07,2007,11,7
